"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","success","button_pressed","left_right_s1","left_right_s2","reward_s1","reward_s2"
"html-keyboard-response","134","119617","0.0-4.0-2.32","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","135","120529","0.0-4.0-3.32","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","136","121023","0.0-4.0-0.33","493.5699999987264","","","","0","2","1","1","0"
"html-keyboard-response","137","121527","0.0-4.0-1.33","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","138","122530","0.0-4.0-2.33","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","139","123139","0.0-4.0-3.33","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","140","124119","0.0-4.0-0.34","978.9350000064587","","","","0","1","2","1","1"
"html-keyboard-response","141","124622","0.0-4.0-1.34","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","142","125626","0.0-4.0-2.34","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","143","126258","0.0-4.0-3.34","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","144","127083","0.0-4.0-0.35","823.6150000011548","","","","0","2","1","1","0"
"html-keyboard-response","145","127588","0.0-4.0-1.35","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","146","128592","0.0-4.0-2.35","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","147","129218","0.0-4.0-3.35","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","148","129687","0.0-4.0-0.36","467.54499999951804","","","","0","2","1","0","1"
"html-keyboard-response","149","130189","0.0-4.0-1.36","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","150","131192","0.0-4.0-2.36","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","151","132075","0.0-4.0-3.36","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","152","132813","0.0-4.0-0.37","737.0549999977811","","","","1","1","2","1","0"
"html-keyboard-response","153","133317","0.0-4.0-1.37","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","154","134323","0.0-4.0-2.37","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","155","135024","0.0-4.0-3.37","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","156","136267","0.0-4.0-0.38","1241.3999999989755","","","","0","1","2","1","0"
"html-keyboard-response","157","136768","0.0-4.0-1.38","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","158","137772","0.0-4.0-2.38","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","159","139183","0.0-4.0-3.38","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","160","140061","0.0-4.0-0.39","876.445000001695","","","","0","1","2","1","0"
"html-keyboard-response","161","140561","0.0-4.0-1.39","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","162","141566","0.0-4.0-2.39","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","163","142123","0.0-4.0-3.39","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","164","143741","0.0-4.0-0.40","1616.9200000003912","","","","0","2","1","1","1"
"html-keyboard-response","165","144243","0.0-4.0-1.40","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","166","145249","0.0-4.0-2.40","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","167","146150","0.0-4.0-3.40","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","168","147331","0.0-4.0-0.41","1179.6849999955157","","","","0","1","2","0","1"
"html-keyboard-response","169","147834","0.0-4.0-1.41","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","170","148839","0.0-4.0-2.41","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","171","150022","0.0-4.0-3.41","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","172","150883","0.0-4.0-0.42","860.0200000000768","","","","1","1","2","0","1"
"html-keyboard-response","173","151384","0.0-4.0-1.42","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","174","152386","0.0-4.0-2.42","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","175","153547","0.0-4.0-3.42","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","176","155543","0.0-4.0-0.43","1995.7500000018626","","","","1","1","2","0","1"
"html-keyboard-response","177","156048","0.0-4.0-1.43","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","178","157053","0.0-4.0-2.43","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","179","158144","0.0-4.0-3.43","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","180","159475","0.0-4.0-0.44","1329.700000002049","","","","1","2","1","0","0"
"html-keyboard-response","181","159977","0.0-4.0-1.44","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","182","160982","0.0-4.0-2.44","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","183","161758","0.0-4.0-3.44","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","184","162399","0.0-4.0-0.45","640.1400000031572","","","","1","2","1","0","1"
"html-keyboard-response","185","162904","0.0-4.0-1.45","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","186","163908","0.0-4.0-2.45","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","187","164655","0.0-4.0-3.45","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","188","165901","0.0-4.0-0.46","1244.2399999999907","","","","0","2","1","1","0"
"html-keyboard-response","189","166404","0.0-4.0-1.46","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","190","167407","0.0-4.0-2.46","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","191","168365","0.0-4.0-3.46","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","192","169323","0.0-4.0-0.47","956.2699999951292","","","","0","1","2","0","1"
"html-keyboard-response","193","169824","0.0-4.0-1.47","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","194","170827","0.0-4.0-2.47","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","195","171733","0.0-4.0-3.47","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","196","172359","0.0-4.0-0.48","625.2299999978277","","","","1","2","1","0","1"
"html-keyboard-response","197","172865","0.0-4.0-1.48","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","198","173869","0.0-4.0-2.48","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","199","174610","0.0-4.0-3.48","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","200","175423","0.0-4.0-0.49","811.4249999998719","","","","0","1","2","0","1"
"html-keyboard-response","201","175925","0.0-4.0-1.49","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","202","176928","0.0-4.0-2.49","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","203","178112","0.0-4.0-3.49","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","204","178979","0.0-4.0-0.50","865.7250000032946","","","","1","2","1","0","0"
"html-keyboard-response","205","179482","0.0-4.0-1.50","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","206","180486","0.0-4.0-2.50","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","207","181665","0.0-4.0-3.50","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","208","182811","0.0-4.0-0.51","1144.9149999971269","","","","1","1","2","1","1"
"html-keyboard-response","209","183316","0.0-4.0-1.51","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","210","184317","0.0-4.0-2.51","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","211","185214","0.0-4.0-3.51","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","212","186129","0.0-4.0-0.52","914.1949999975623","","","","1","1","2","0","1"
"html-keyboard-response","213","186633","0.0-4.0-1.52","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","214","187637","0.0-4.0-2.52","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","215","188467","0.0-4.0-3.52","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","216","189077","0.0-4.0-0.53","608.8700000036624","","","","1","1","2","1","1"
"html-keyboard-response","217","189582","0.0-4.0-1.53","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","218","190586","0.0-4.0-2.53","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","219","191461","0.0-4.0-3.53","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","220","192527","0.0-4.0-0.54","1065.1249999937136","","","","1","2","1","0","1"
"html-keyboard-response","221","193031","0.0-4.0-1.54","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","222","194034","0.0-4.0-2.54","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","223","194751","0.0-4.0-3.54","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","224","195547","0.0-4.0-0.55","795.059999996738","","","","1","2","1","0","1"
"html-keyboard-response","225","196048","0.0-4.0-1.55","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","226","197053","0.0-4.0-2.55","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","227","197819","0.0-4.0-3.55","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","228","198999","0.0-4.0-0.56","1178.7350000013248","","","","0","2","1","0","1"
"html-keyboard-response","229","199502","0.0-4.0-1.56","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","230","200506","0.0-4.0-2.56","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","231","201221","0.0-4.0-3.56","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","232","202187","0.0-4.0-0.57","965.3150000012829","","","","1","1","2","0","0"
"html-keyboard-response","233","202688","0.0-4.0-1.57","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","234","203693","0.0-4.0-2.57","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","235","204815","0.0-4.0-3.57","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","236","205859","0.0-4.0-0.58","1043.1600000010803","","","","0","1","2","0","1"
"html-keyboard-response","237","206363","0.0-4.0-1.58","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","238","207367","0.0-4.0-2.58","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","239","207945","0.0-4.0-3.58","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","240","208729","0.0-4.0-0.59","782.8449999942677","","","","1","2","1","0","1"
"html-keyboard-response","241","209231","0.0-4.0-1.59","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","242","210237","0.0-4.0-2.59","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","243","211425","0.0-4.0-3.59","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","244","212483","0.0-4.0-0.60","1057.1399999971618","","","","0","2","1","1","1"
"html-keyboard-response","245","212986","0.0-4.0-1.60","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","246","213991","0.0-4.0-2.60","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","247","214563","0.0-4.0-3.60","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","248","215793","0.0-4.0-0.61","1229.0550000034273","","","","0","1","2","1","1"
"html-keyboard-response","249","216295","0.0-4.0-1.61","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","250","217298","0.0-4.0-2.61","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","251","218367","0.0-4.0-3.61","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","252","219029","0.0-4.0-0.62","661.1499999999069","","","","0","2","1","0","1"
"html-keyboard-response","253","219533","0.0-4.0-1.62","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","254","220539","0.0-4.0-2.62","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","255","221920","0.0-4.0-3.62","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","256","222411","0.0-4.0-0.63","490.37500000122236","","","","1","1","2","0","1"
"html-keyboard-response","257","222916","0.0-4.0-1.63","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","258","223922","0.0-4.0-2.63","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","259","224526","0.0-4.0-3.63","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","260","225371","0.0-4.0-0.64","843.7300000005052","","","","1","1","2","0","0"
"html-keyboard-response","261","225873","0.0-4.0-1.64","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","262","226875","0.0-4.0-2.64","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","263","228172","0.0-4.0-3.64","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","264","229183","0.0-4.0-0.65","1010.6299999970361","","","","0","1","2","0","1"
"html-keyboard-response","265","229688","0.0-4.0-1.65","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","266","230691","0.0-4.0-2.65","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","267","231857","0.0-4.0-3.65","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","268","232417","0.0-4.0-0.66","558.9249999975436","","","","1","2","1","0","1"
"html-keyboard-response","269","232920","0.0-4.0-1.66","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
